birthCity,birthCountryCode,birthDate,birthStateProvinceCode,currentTeamAbbrev,currentTeamName,draftOverall,draftRound,draftYear,firstSeasonForGameType,height,isInHallOfFameYn,lastName,nationalityCode,playerId,positionCode,shootsCatches,skaterFullName,weight
Burlington,CAN,1981-03-25,ON,,,246.0,8.0,2000.0,20022003,73.0,N,Wiseman,CAN,8468726,L,L,Chad Wiseman,205.0
Ylojarvi,FIN,1977-06-17,,,,267.0,9.0,2000.0,20022003,75.0,N,Pettinen,FIN,8468747,D,L,Tomi Pettinen,220.0
Montréal,CAN,1982-03-16,QC,,,,,,20052006,73.0,N,Robitaille,CAN,8468800,L,L,Louis Robitaille,188.0
Moscow,RUS,1983-06-10,,,,33.0,2.0,2001.0,20032004,73.0,N,Shishkanov,RUS,8469486,R,R,Timofei Shishkanov,213.0
Banská Bystrica,SVK,1981-09-24,,,,120.0,4.0,2001.0,20022003,72.0,N,Surovy,SVK,8469568,L,L,Tomas Surovy,191.0
Sault Ste. Marie,CAN,1983-01-04,ON,,,141.0,5.0,2001.0,20052006,70.0,N,Jarrett,CAN,8469588,L,L,Cole Jarrett,200.0
Banská Bystrica,SVK,1976-09-02,,,,267.0,9.0,2001.0,20022003,76.0,N,Majesky,SVK,8469710,D,R,Ivan Majesky,231.0
Quebec City,CAN,1983-02-09,QC,,,212.0,7.0,2002.0,20052006,74.0,N,Ferland,CAN,8469807,R,R,Jonathan Ferland,209.0
Kitchener,CAN,1978-03-15,ON,,,,,,20052006,70.0,N,Collins,CAN,8469994,R,R,Rob Collins,185.0
Wynyard,CAN,1981-06-24,SK,,,,,,20052006,72.0,N,Skolney,CAN,8470023,D,R,Wade Skolney,201.0
Oulu,FIN,1974-04-04,,,,133.0,5.0,2002.0,20022003,75.0,N,Pirjeta,FIN,8470030,L,L,Lasse Pirjeta,228.0
Pribram,CZE,1984-02-07,,,,66.0,3.0,2002.0,20052006,70.0,N,Kanko,CZE,8470055,R,L,Petr Kanko,195.0
Anchorage,USA,1983-02-19,AK,,,64.0,3.0,2002.0,20052006,75.0,N,Ryznar,USA,8470075,L,L,Jason Ryznar,200.0
Jonkoping,SWE,1984-03-18,,,,28.0,1.0,2002.0,20052006,74.0,N,Johansson,SWE,8470150,R,R,Jonas Johansson,190.0
Rakovnik,CZE,1983-09-22,,,,9.0,1.0,2002.0,20052006,72.0,N,Taticek,CZE,8470248,C,L,Petr Taticek,188.0
Scarborough,CAN,1981-12-31,ON,,,,,,20032004,70.0,N,Robinson,CAN,8470418,L,L,Nathan Robinson,180.0
Spruce Grove,CAN,1981-10-15,AB,,,,,,20052006,71.0,N,Stevenson,CAN,8470574,C,L,Grant Stevenson,170.0
Vyskov,CZE,1984-06-12,,,,59.0,2.0,2003.0,20032004,75.0,N,Barinka,CZE,8470652,D,L,Michal Barinka,225.0
Pori,FIN,1985-01-16,,,,144.0,5.0,2005.0,20052006,74.0,N,Marjamaki,FIN,8470659,L,L,Masi Marjamaki,184.0
St. John's,CAN,1984-02-16,NL,,,192.0,6.0,2003.0,20052006,72.0,N,O'Brien,CAN,8470784,D,L,Doug O'Brien,200.0
Hamilton,CAN,1983-04-02,ON,,,261.0,8.0,2003.0,20052006,70.0,N,Tenute,CAN,8470850,C,L,Joey Tenute,176.0
Arcola,CAN,1980-06-29,SK,,,,,,20052006,72.0,N,Ryan,CAN,8471200,D,L,Prestin Ryan,192.0
Sharon,CAN,1983-11-12,ON,,,,,,20052006,71.0,N,Ryan,CAN,8471524,C,L,Matt Ryan,185.0
Laval,CAN,1969-09-23,QC,,,183.0,9.0,1989.0,19901991,68.0,N,Audette,CAN,8445176,R,R,Donald Audette,191.0
Prince George,CAN,1967-06-01,BC,,,167.0,8.0,1986.0,19891990,75.0,N,Baron,CAN,8445266,D,L,Murray Baron,236.0
Toronto,CAN,1972-01-03,ON,,,10.0,1.0,1990.0,19901991,74.0,N,Berehowsky,CAN,8445413,D,R,Drake Berehowsky,217.0
Montréal,CAN,1965-08-11,QC,,,59.0,3.0,1983.0,19841985,73.0,N,Bergevin,CAN,8445428,D,L,Marc Bergevin,214.0
Langenburg,CAN,1966-12-02,SK,,,188.0,9.0,1985.0,19871988,74.0,N,Buchberger,CAN,8445733,R,L,Kelly Buchberger,200.0
Barrie,CAN,1966-08-13,ON,,,8.0,1.0,1984.0,19851986,73.0,N,Corson,CAN,8446167,L,L,Shayne Corson,202.0
Montréal,CAN,1967-12-17,QC,,,6.0,1.0,1986.0,19861987,73.0,N,Damphousse,CAN,8446303,C,L,Vincent Damphousse,205.0
Edmonton,CAN,1967-04-14,AB,,,55.0,3.0,1985.0,19871988,74.0,N,Finley,CAN,8446826,D,L,Jeff Finley,203.0
Sault Ste. Marie,CAN,1963-03-01,ON,,,4.0,1.0,1981.0,19811982,75.0,Y,Francis,CAN,8446951,C,L,Ron Francis,200.0
Petrolia,CAN,1969-02-02,ON,,,18.0,1.0,1987.0,19881989,74.0,N,Hull,CAN,8448092,R,R,Jody Hull,195.0
Gothenburg,SWE,1967-02-14,,,,14.0,1.0,1985.0,19871988,71.0,N,Johansson,SWE,8448287,D,L,Calle Johansson,203.0
Winnipeg,CAN,1967-05-29,MB,,,,,,19881989,70.0,N,Keane,CAN,8448415,R,R,Mike Keane,190.0
Voskresensk,RUS,1960-12-03,,,,214.0,11.0,1985.0,19891990,71.0,Y,Larionov,RUS,8448669,C,L,Igor Larionov,170.0
Lachine,CAN,1968-10-11,QC,,,234.0,12.0,1988.0,19901991,69.0,N,Lapointe,CAN,8448674,C,L,Claude Lapointe,188.0
Thompson,CAN,1969-09-21,MB,,,3.0,1.0,1988.0,19881989,73.0,N,Leschyshyn,CAN,8448797,D,L,Curtis Leschyshyn,207.0
Sudbury,CAN,1965-02-14,ON,,,110.0,6.0,1983.0,19851986,73.0,N,Lowry,CAN,8448834,L,L,Dave Lowry,192.0
Inverness,CAN,1963-07-11,NS,,,15.0,1.0,1981.0,19811982,73.0,Y,MacInnis,CAN,8448960,D,R,Al MacInnis,204.0
Gull Lake,CAN,1969-11-03,SK,,,73.0,4.0,1989.0,19891990,76.0,N,McKenzie,CAN,8449477,L,L,Jim McKenzie,230.0
Edmonton,CAN,1961-01-18,AB,,,48.0,3.0,1979.0,19791980,74.0,Y,Messier,CAN,8449573,C,L,Mark Messier,211.0
Lansing,USA,1965-09-02,MI,,,203.0,10.0,1984.0,19881989,71.0,N,Miller,USA,8449607,C,R,Kevin Miller,190.0
Lansing,USA,1969-06-11,MI,,,72.0,4.0,1987.0,19901991,70.0,N,Miller,USA,8449633,C,L,Kip Miller,188.0
Weston,CAN,1962-08-27,ON,,,,,,19851986,71.0,Y,Oates,CAN,8449951,C,R,Adam Oates,190.0
Winnipeg,CAN,1963-06-14,MB,,,9.0,1.0,1981.0,19831984,74.0,N,Patrick,CAN,8450223,D,R,James Patrick,198.0
Boucherville,CAN,1968-10-22,QC,,,14.0,1.0,1987.0,19881989,75.0,N,Quintal,CAN,8450620,D,R,Stephane Quintal,233.0
Stirling,CAN,1968-06-08,ON,,,97.0,5.0,1988.0,19891990,72.0,N,Ray,CAN,8450678,R,L,Rob Ray,222.0
Litvinov,CZE,1971-06-25,,,,70.0,4.0,1989.0,19901991,70.0,N,Reichel,CZE,8450767,C,L,Robert Reichel,180.0
Burnaby,CAN,1965-10-01,BC,,,134.0,7.0,1984.0,19861987,68.0,N,Ronning,CAN,8451005,C,L,Cliff Ronning,165.0
Barrie,CAN,1969-01-23,ON,,,20.0,1.0,1987.0,19901991,73.0,N,Rumble,CAN,8451059,D,L,Darren Rumble,207.0
Kitchener,CAN,1964-04-01,ON,,,5.0,1.0,1982.0,19821983,74.0,Y,Stevens,CAN,8451715,D,L,Scott Stevens,215.0
St. Stephen,CAN,1966-08-17,NB,,,166.0,8.0,1984.0,19881989,70.0,N,Sweeney,CAN,8451819,D,L,Don Sweeney,186.0
Stockport,GBR,1963-07-15,,,,,,,19841985,71.0,N,Thomas,CAN,8451898,R,L,Steve Thomas,185.0
Calgary,CAN,1967-08-29,AB,,,105.0,5.0,1987.0,19901991,73.0,N,Van Allen,CAN,8452147,C,L,Shaun Van Allen,206.0
Powell River,CAN,1972-05-05,BC,,,56.0,3.0,1990.0,19971998,73.0,N,Bombardir,CAN,8455653,D,L,Brad Bombardir,205.0
Grand Haven,USA,1970-09-19,MI,,,109.0,6.0,1989.0,19951996,74.0,N,Bylsma,USA,8455763,L,L,Dan Bylsma,215.0
Dearborn,USA,1970-05-15,MI,,,67.0,4.0,1989.0,19911992,74.0,N,Cummins,USA,8455984,R,R,Jim Cummins,210.0
Boston,USA,1969-04-28,MA,,,98.0,5.0,1987.0,19911992,70.0,N,Donato,USA,8456087,L,L,Ted Donato,189.0
Sept-Iles,CAN,1972-07-08,QC,,,16.0,1.0,1990.0,19911992,75.0,N,Dykhuis,CAN,8456149,D,L,Karl Dykhuis,214.0
Ottawa,CAN,1967-07-01,ON,,,91.0,5.0,1987.0,19911992,75.0,N,Eastwood,CAN,8456156,C,R,Mike Eastwood,216.0
Coleraine,USA,1969-06-30,MN,,,96.0,5.0,1987.0,19951996,71.0,N,Gernander,USA,8456361,R,L,Ken Gernander,180.0
Virginia,USA,1970-06-04,MN,,,168.0,8.0,1990.0,19931994,72.0,N,Gruden,USA,8456455,D,L,John Gruden,205.0
Richfield,USA,1972-08-28,MN,,,73.0,4.0,1990.0,19941995,73.0,N,Hendrickson,USA,8456567,C,L,Darby Hendrickson,195.0
St. Paul,USA,1972-03-18,MN,,,33.0,2.0,1990.0,19941995,74.0,N,Johnson,USA,8456729,L,L,Craig Johnson,200.0
Pont-Rouge,CAN,1968-01-05,QC,,,81.0,4.0,1988.0,19911992,72.0,N,Juneau,CAN,8456760,C,L,Joe Juneau,193.0
Robbinsdale,USA,1971-01-30,MN,,,82.0,4.0,1989.0,19911992,73.0,N,Klatt,USA,8456849,R,R,Trent Klatt,225.0
Oslo,NOR,1972-01-12,,,,204.0,10.0,1990.0,19971998,71.0,N,Knutsen,NOR,8456857,C,L,Espen Knutsen,195.0
Shediac,CAN,1970-01-09,NB,,,47.0,3.0,1989.0,19921993,71.0,N,Pellerin,CAN,8457646,L,L,Scott Pellerin,190.0
Deerfield,USA,1971-06-25,IL,,,242.0,12.0,1990.0,19981999,77.0,N,Reirden,USA,8457783,D,L,Todd Reirden,220.0
Pitea,SWE,1972-05-05,,,,40.0,2.0,1990.0,19931994,74.0,N,Renberg,SWE,8457785,R,L,Mikael Renberg,235.0
Flin Flon,CAN,1969-05-21,MB,,,72.0,4.0,1989.0,19911992,74.0,N,Simpson,CAN,8458036,L,L,Reid Simpson,216.0
St. John's,CAN,1972-02-07,NL,,,9.0,1.0,1990.0,19931994,72.0,N,Slaney,CAN,8458048,D,L,John Slaney,190.0
Dearborn,USA,1970-11-17,MI,,,68.0,4.0,1990.0,19931994,74.0,N,Tamer,USA,8458179,D,L,Chris Tamer,200.0
Stratford,CAN,1972-03-06,ON,,,27.0,2.0,1990.0,19941995,74.0,N,Taylor,CAN,8458185,C,L,Chris Taylor,188.0
Montréal,CAN,1969-03-15,QC,,,92.0,5.0,1989.0,19931994,71.0,N,White,CAN,8458385,C,L,Peter White,200.0
Oakville,CAN,1969-09-17,ON,,,45.0,3.0,1989.0,19911992,75.0,N,Zamuner,CAN,8458477,L,L,Rob Zamuner,201.0
Charlottesville,USA,1972-10-22,VA,,,4.0,1.0,1991.0,19911992,73.0,N,Lachance,USA,8458518,D,L,Scott Lachance,215.0
Oneida,USA,1972-09-26,NY,,,43.0,2.0,1991.0,19941995,75.0,N,Darby,USA,8458557,C,R,Craig Darby,205.0
Thunder Bay,CAN,1972-11-30,ON,,,51.0,3.0,1991.0,19951996,75.0,N,Pronger,CAN,8458565,C,L,Sean Pronger,209.0
Toronto,CAN,1972-06-15,ON,,,52.0,3.0,1991.0,19931994,75.0,N,McCarthy,CAN,8458566,R,R,Sandy McCarthy,223.0
Cleveland,USA,1972-03-14,OH,,,86.0,4.0,1991.0,19931994,74.0,N,Brimanis,USA,8458600,D,R,Aris Brimanis,212.0
Fernie,CAN,1971-05-17,BC,,,103.0,5.0,1991.0,19911992,72.0,N,Lindsay,USA,8458617,L,L,Bill Lindsay,198.0
Detroit,USA,1971-01-06,MI,,,114.0,6.0,1991.0,19981999,74.0,N,Valicevic,USA,8458628,R,R,Rob Valicevic,208.0
Parma,USA,1972-10-10,OH,,,124.0,6.0,1991.0,19941995,71.0,N,Holzinger,USA,8458638,C,R,Brian Holzinger,186.0
Hofors,SWE,1973-05-19,,,,136.0,7.0,1991.0,19951996,72.0,N,Johansson,SWE,8458650,L,L,Andreas Johansson,203.0
Moscow,RUS,1972-03-21,,,,27.0,2.0,1992.0,19931994,76.0,N,Mironov,RUS,8458963,D,R,Boris Mironov,223.0
Moscow,RUS,1974-06-13,,,,33.0,2.0,1992.0,19941995,71.0,N,Bure,RUS,8458969,R,R,Valeri Bure,180.0
Moscow,RUS,1970-09-06,,,,38.0,2.0,1992.0,19921993,73.0,N,Korolev,RUS,8458974,C,L,Igor Korolev,197.0
Vorkuta,RUS,1973-03-25,,,,47.0,2.0,1992.0,19941995,72.0,N,Nikolishin,RUS,8458983,C,L,Andrei Nikolishin,225.0
Riga,LVA,1972-12-02,,,,55.0,3.0,1992.0,19921993,73.0,N,Zholtok,LVA,8458991,C,R,Sergei Zholtok,197.0
Ostervala,SWE,1971-08-13,,,,99.0,5.0,1992.0,19951996,73.0,N,Ragnarsson,SWE,8459035,D,L,Marcus Ragnarsson,215.0
Charlottetown,CAN,1974-04-01,PE,,,142.0,6.0,1992.0,20032004,71.0,N,MacDonald,CAN,8459078,R,R,Jason MacDonald,205.0
Solleftea,SWE,1974-04-16,,,,208.0,9.0,1992.0,19961997,75.0,N,Timander,SWE,8459144,D,L,Mattias Timander,230.0
Saskatoon,CAN,1971-10-31,SK,,,,,,20032004,75.0,N,Angelstad,CAN,8459328,L,L,Melvin Angelstad,210.0
Ängelholm,SWE,1974-10-06,,,,12.0,1.0,1993.0,19941995,75.0,N,Jonsson,SWE,8459434,D,L,Kenny Jonsson,205.0
Belleville,CAN,1975-04-07,ON,,,50.0,2.0,1993.0,20002001,72.0,N,Manlow,CAN,8459472,C,L,Eric Manlow,190.0
Calgary,CAN,1974-10-01,AB,,,52.0,2.0,1993.0,19961997,71.0,N,Pittis,CAN,8459474,C,L,Domenic Pittis,190.0
Regina,CAN,1975-06-26,SK,,,57.0,3.0,1993.0,20002001,72.0,N,Armstrong,CAN,8459478,D,L,Chris Armstrong,203.0
Montréal,CAN,1975-02-22,QC,,,69.0,3.0,1993.0,19961997,72.0,N,Boileau,CAN,8459490,D,R,Patrick Boileau,200.0
Lorenskog,NOR,1975-08-12,,,,127.0,5.0,1993.0,19951996,73.0,N,Myrvold,NOR,8459550,D,L,Anders Myrvold,178.0
Vyskov,CZE,1975-06-01,,,,145.0,6.0,1993.0,19931994,74.0,N,Grosek,CZE,8459568,L,R,Michal Grosek,219.0
Halifax,CAN,1975-01-09,NS,,,179.0,7.0,1993.0,19961997,70.0,N,Ling,CAN,8459602,R,R,David Ling,204.0
Presov,SVK,1975-01-15,,,,224.0,9.0,1993.0,20032004,75.0,N,Strbak,SVK,8459645,D,L,Martin Strbak,210.0
Antigonish,CAN,1973-07-23,NS,,,,,,19941995,71.0,N,Bonvie,CAN,8459996,R,R,Dennis Bonvie,221.0
Drummondville,CAN,1973-10-29,QC,,,,,,19961997,74.0,N,Messier,CAN,8460012,L,L,Eric Messier,197.0
Baie Verte,CAN,1975-12-27,NL,,,18.0,1.0,1994.0,19961997,76.0,N,Brown,CAN,8460508,D,R,Brad Brown,220.0
Edmonton,CAN,1976-05-19,AB,,,20.0,1.0,1994.0,19971998,76.0,N,Botterill,CAN,8460510,L,L,Jason Botterill,217.0
České Budějovice,CZE,1975-12-22,,,,29.0,2.0,1994.0,19941995,73.0,N,Neckar,CZE,8460520,D,L,Stan Neckar,214.0
Welland,CAN,1975-11-23,ON,,,33.0,2.0,1994.0,19941995,77.0,N,Johnson,CAN,8460524,L,L,Matt Johnson,235.0
Morinville,CAN,1976-04-30,AB,,,38.0,2.0,1994.0,19961997,74.0,N,Holland,DEU,8460529,D,R,Jason Holland,193.0
Owen Sound,CAN,1975-02-03,ON,,,85.0,4.0,1994.0,20032004,72.0,N,McLaren,CAN,8460575,L,L,Steve McLaren,226.0
Plzen,CZE,1976-07-27,,,,106.0,5.0,1994.0,19971998,74.0,N,Trnka,CZE,8460594,D,L,Pavel Trnka,206.0
Eagle River,USA,1976-03-24,AK,,,115.0,5.0,1994.0,20002001,70.0,N,Swanson,USA,8460603,C,L,Brian Swanson,185.0
Moscow,RUS,1976-01-15,,,,141.0,6.0,1994.0,19971998,69.0,N,Korolyuk,RUS,8460629,L,L,Alexander Korolyuk,190.0
Peterborough,CAN,1975-04-30,ON,,,176.0,7.0,1994.0,19961997,72.0,N,Webb,CAN,8460664,R,R,Steve Webb,211.0
North Bay,CAN,1976-07-20,ON,,,202.0,8.0,1994.0,19992000,73.0,N,Giroux,CAN,8460689,D,L,Raymond Giroux,190.0
Bismarck,USA,1974-09-02,ND,,,253.0,10.0,1994.0,20012002,73.0,N,Peluso,USA,8460739,R,R,Mike Peluso,208.0
Moscow,RUS,1977-02-16,,,,24.0,1.0,1995.0,19971998,73.0,N,Morozov,RUS,8462054,R,L,Aleksey Morozov,204.0
Pavlodar,RUS,1977-03-24,,,,26.0,1.0,1995.0,20002001,77.0,N,Kuznetsov,RUS,8462056,D,L,Maxim Kuznetsov,230.0
Montréal,CAN,1977-01-29,QC,,,34.0,2.0,1995.0,19951996,75.0,N,Doig,CAN,8462063,D,R,Jason Doig,230.0
Saskatoon,CAN,1975-06-16,SK,,,40.0,2.0,1995.0,19971998,79.0,N,McAllister,CAN,8462068,L,L,Chris McAllister,250.0
St. Charles,CAN,1976-11-24,QC,,,45.0,2.0,1995.0,19961997,73.0,N,Laflamme,CAN,8462073,D,R,Christian Laflamme,208.0
Most,CZE,1977-06-07,,,,50.0,2.0,1995.0,19981999,71.0,N,Rosa,CZE,8462078,R,R,Pavel Rosa,188.0
Edmonton,CAN,1977-06-13,AB,,,88.0,4.0,1997.0,19981999,73.0,N,Willis,CAN,8462085,R,R,Shane Willis,195.0
Kingston,CAN,1977-05-04,ON,,,42.0,2.0,1997.0,20022003,75.0,N,Tripp,DEU,8462103,R,R,John Tripp,223.0
Martin,SVK,1977-05-07,,,,100.0,4.0,1995.0,20022003,74.0,N,Somik,SVK,8462127,R,R,Radovan Somik,194.0
Montréal,CAN,1976-12-28,QC,,,105.0,5.0,1995.0,19971998,71.0,N,Gratton,CAN,8462135,C,L,Benoit Gratton,180.0
Fort Wayne,USA,1976-10-11,IN,,,117.0,5.0,1995.0,19992000,75.0,N,Purinton,USA,8462148,D,L,Dale Purinton,228.0
Pierrefonds,CAN,1977-08-18,QC,,,166.0,7.0,1995.0,19971998,79.0,N,Worrell,CAN,8462198,L,L,Peter Worrell,250.0
Montréal,CAN,1977-02-02,QC,,,179.0,7.0,1995.0,19981999,75.0,N,Grand-Pierre,CAN,8462211,D,R,Jean-Luc Grand-Pierre,228.0
Edina,USA,1976-05-08,MN,,,201.0,8.0,1995.0,20002001,73.0,N,Hankinson,USA,8462235,L,L,Casey Hankinson,196.0
Burnaby,CAN,1975-09-15,BC,,,205.0,8.0,1995.0,19992000,74.0,N,Bekar,CAN,8462239,C,L,Derek Bekar,180.0
Campbell River,CAN,1976-06-10,BC,,,224.0,9.0,1995.0,20032004,77.0,N,Skrlac,CAN,8462259,L,L,Rob Skrlac,245.0
Eganville,CAN,1973-12-24,ON,,,,,,19981999,76.0,N,Heins,CAN,8463125,D,L,Shawn Heins,210.0
Toronto,CAN,1973-08-21,ON,,,,,,19961997,80.0,N,McKenna,CAN,8464875,L,L,Steve McKenna,252.0
Edmonton,CAN,1978-05-24,AB,,,8.0,1.0,1996.0,19992000,76.0,N,Aitken,CAN,8464961,D,L,Johnathan Aitken,211.0
Lloydminster,CAN,1978-06-02,AB,,,63.0,3.0,1998.0,20002001,75.0,N,Ward,CAN,8464963,R,L,Lance Ward,214.0
Regina,CAN,1977-12-31,SK,,,11.0,1.0,1996.0,20012002,78.0,N,Focht,CAN,8464964,D,L,Dan Focht,237.0
Calgary,CAN,1978-01-18,AB,,,12.0,1.0,1996.0,19981999,72.0,N,Holden,CAN,8464965,C,L,Josh Holden,189.0
Saskatoon,CAN,1978-07-05,SK,,,32.0,2.0,1996.0,20002001,75.0,N,Hajt,USA,8464986,D,L,Chris Hajt,206.0
Coronation,CAN,1977-06-16,AB,,,39.0,2.0,1996.0,19971998,73.0,N,Brigley,CAN,8464993,L,L,Travis Brigley,190.0
Dalhousie,CAN,1978-01-25,NB,,,152.0,6.0,1998.0,19992000,75.0,N,Dwyer,CAN,8465020,L,L,Gordie Dwyer,202.0
Edmonton,CAN,1978-08-13,AB,,,75.0,3.0,1996.0,19992000,72.0,N,Komarniski,CAN,8465032,D,L,Zenith Komarniski,200.0
Prince Albert,CAN,1978-03-03,SK,,,82.0,4.0,1996.0,20002001,74.0,N,Tetarenko,CAN,8465035,R,R,Joey Tetarenko,214.0
Stockholm,SWE,1978-01-12,,,,91.0,4.0,1996.0,20012002,74.0,N,Boumedienne,SWE,8465044,D,L,Josef Boumedienne,205.0
Gavle,SWE,1972-12-29,,,,136.0,6.0,1996.0,19961997,71.0,N,Dackell,SWE,8465090,R,R,Andreas Dackell,192.0
Zvolen,SVK,1978-05-09,,,,196.0,8.0,1996.0,20002001,74.0,N,Podkonicky,SVK,8465178,C,L,Andrei Podkonicky,202.0
Montréal,CAN,1978-04-03,QC,,,169.0,7.0,1996.0,20002001,69.0,N,Corso,CAN,8465179,C,L,Daniel Corso,190.0
Levice,SVK,1977-10-30,,,,216.0,9.0,1996.0,19971998,72.0,N,Ciernik,SVK,8465230,L,L,Ivan Ciernik,218.0
Montréal,CAN,1975-05-26,QC,,,,,,19971998,70.0,N,Stock,CAN,8465960,C,L,P.J. Stock,200.0
Richland,USA,1979-02-22,WA,,,16.0,1.0,1997.0,19981999,75.0,N,Jones,USA,8466152,R,R,Ty Jones,218.0
Laval,CAN,1979-03-15,QC,,,35.0,2.0,1997.0,20012002,75.0,N,Fortin,CAN,8466170,D,R,Jean-Francois Fortin,210.0
St. John's,CAN,1979-01-26,NL,,,36.0,2.0,1997.0,19992000,72.0,N,Druken,CAN,8466171,C,L,Harold Druken,205.0
Birtle,CAN,1978-11-04,MB,,,55.0,3.0,1997.0,20002001,74.0,N,Berry,CAN,8466189,D,L,Rick Berry,213.0
Ste. Rose,CAN,1979-01-21,MB,,,73.0,3.0,1997.0,20022003,75.0,N,Henry,CAN,8466205,D,L,Burke Henry,206.0
Prague,CZE,1978-11-10,,,,129.0,5.0,1998.0,20012002,77.0,N,Schnabel,CZE,8466211,D,L,Robert Schnabel,232.0
Golitsino,RUS,1979-01-23,,,,95.0,4.0,1997.0,19992000,73.0,N,Novoseltsev,RUS,8466225,R,L,Ivan Novoseltsev,215.0
Quebec City,CAN,1979-06-16,QC,,,106.0,4.0,1997.0,20032004,73.0,N,Pollock,CAN,8466236,D,R,Jame Pollock,210.0
Karlstad,SWE,1971-11-25,,,,119.0,5.0,1997.0,19971998,74.0,N,Arvedson,SWE,8466249,L,R,Magnus Arvedson,198.0
Kosice,SVK,1978-12-03,,,,131.0,5.0,1997.0,20002001,70.0,N,Bicek,SVK,8466261,R,L,Jiri Bicek,195.0
Most,CZE,1978-11-20,,,,212.0,8.0,1997.0,20012002,72.0,N,Piros,CZE,8466336,R,L,Kamil Piros,195.0
Williamstown,CAN,1979-03-01,ON,,,181.0,6.0,1999.0,20022003,74.0,N,McDonell,CAN,8466349,R,R,Kent McDonell,195.0
Red Deer,CAN,1979-08-27,AB,,,,,,19992000,71.0,N,Leeb,CAN,8466431,R,R,Brad Leeb,187.0
Wetaskiwin,CAN,1978-01-23,AB,,,,,,19981999,72.0,N,Sonnenberg,CAN,8466436,L,L,Martin Sonnenberg,197.0
Park Ridge,USA,1975-07-27,IL,,,,,,19981999,70.0,N,Sloan,USA,8466971,R,R,Blake Sloan,196.0
Vancouver,CAN,1975-09-23,BC,,,,,,20032004,75.0,N,Burnett,CAN,8467025,L,L,Garrett Burnett,246.0
Grand Rapids,USA,1974-01-16,MN,,,,,,20012002,74.0,N,Rohloff,USA,8467054,D,L,Todd Rohloff,218.0
Swift Current,CAN,1975-10-13,SK,,,,,,19992000,75.0,N,Scoville,CAN,8467319,D,L,Darrel Scoville,208.0
Thunder Bay,CAN,1980-01-17,ON,,,11.0,1.0,1998.0,20022003,74.0,N,Heerema,CAN,8467337,R,R,Jeff Heerema,212.0
Plzen,CZE,1980-01-17,,,,23.0,1.0,1998.0,20002001,76.0,N,Kraft,CZE,8467347,C,R,Milan Kraft,212.0
Edmonton,CAN,1980-06-09,AB,,,30.0,2.0,1998.0,20012002,75.0,N,Rossiter,CAN,8467358,D,L,Kyle Rossiter,220.0
Novgorod Gorod,RUS,1979-12-13,,,,31.0,2.0,1998.0,19992000,73.0,N,Chubarov,RUS,8467359,C,L,Artem Chubarov,205.0
Orebro,SWE,1980-03-12,,,,37.0,2.0,1998.0,20012002,71.0,N,Berglund,SWE,8467363,L,L,Christian Berglund,195.0
Ottawa,CAN,1980-01-15,ON,,,75.0,3.0,2000.0,20012002,71.0,N,Papineau,CAN,8467372,C,L,Justin Papineau,180.0
Windsor,CAN,1978-09-22,ON,,,53.0,2.0,1998.0,20012002,74.0,N,Moore,CAN,8467379,C,R,Steve Moore,205.0
Dunnville,CAN,1980-01-30,ON,,,55.0,2.0,1998.0,20032004,73.0,N,Barnes,CAN,8467381,L,L,Ryan Barnes,201.0
Delemont,CHE,1979-10-02,,,,74.0,3.0,1998.0,20032004,72.0,N,Vauclair,CHE,8467399,D,L,Julien Vauclair,200.0
Winchester,USA,1979-09-15,MA,,,77.0,3.0,1998.0,20032004,75.0,N,Pandolfo,USA,8467402,L,L,Mike Pandolfo,220.0
Ottawa,CAN,1980-05-03,ON,,,92.0,4.0,1998.0,20012002,77.0,N,Beaudoin,CAN,8467417,L,L,Eric Beaudoin,220.0
Yaroslavl,RUS,1979-04-18,,,,101.0,4.0,1998.0,19992000,73.0,N,Schastlivy,RUS,8467425,L,L,Petr Schastlivy,204.0
Skalica,SVK,1980-01-02,,,,104.0,4.0,1998.0,20022003,73.0,N,Zalesak,SVK,8467438,R,L,Miroslav Zalesak,211.0
Meadow Lake,CAN,1979-12-18,SK,,,118.0,5.0,1998.0,20022003,77.0,N,Siklenka,CAN,8467440,R,R,Mike Siklenka,240.0
Sternberk,CZE,1979-10-10,,,,163.0,6.0,1998.0,20022003,73.0,N,Zizka,CZE,8467499,D,L,Tomas Zizka,198.0
Edina,USA,1978-10-20,MN,,,220.0,8.0,1998.0,20012002,72.0,N,Farrell,USA,8467553,R,R,Michael Farrell,220.0
Durham,CAN,1979-03-30,ON,,,215.0,7.0,1999.0,20032004,75.0,N,MacMillan,CAN,8467594,D,L,Jeff MacMillan,210.0
Winnipeg,CAN,1974-12-14,MB,,,,,,19992000,71.0,N,Chartrand,CAN,8467682,R,R,Brad Chartrand,192.0
McCreary,CAN,1977-03-11,MB,,,,,,20002001,73.0,N,Law,CAN,8467732,R,R,Kirby Law,190.0
Kharkov,UKR,1980-11-21,,,,12.0,1.0,1999.0,20002001,74.0,N,Shvidki,RUS,8467885,R,L,Denis Shvidki,210.0
Perm,RUS,1981-01-07,,,,25.0,1.0,1999.0,20032004,75.0,N,Kuleshov,RUS,8467898,L,R,Mikhail Kuleshov,220.0
